"author","authorIsChannelOwner","channelId","channelName","channelUrl","channelUsername","cid","comment","comments","commentsCount","commentsTurnedOff","date","descriptionLinks/0/text","descriptionLinks/0/url","descriptionLinks/1/text","descriptionLinks/1/url","descriptionLinks/2/text","descriptionLinks/2/url","descriptionLinks/3/text","descriptionLinks/3/url","descriptionLinks/4/text","descriptionLinks/4/url","descriptionLinks/5/text","descriptionLinks/5/url","descriptionLinks/6/text","descriptionLinks/6/url","descriptionLinks/7/text","descriptionLinks/7/url","descriptionLinks/8/text","descriptionLinks/8/url","descriptionLinks/9/text","descriptionLinks/9/url","descriptionLinks/10/text","descriptionLinks/10/url","duration","hasCreatorHeart","hashtags/0","id","input","isMonetized","likes","location","numberOfSubscribers","pageUrl","publishedTimeText","replyCount","replyToCid","subtitles","text","thumbnailUrl","title","type","url","videoId","viewCount","voteCount"
"@ICOLER-Amazon","false",,,,,"UgxH_Yjs1l2Ox0RQlZ54AaABAg","Hello blogger! Is there a computer case fan video made for the Jungle Leopard ICOLER?",,"40",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=AAx-0uy2FYQ","6 months ago","0",,,,,"Top 5 Budget Bluetooth Speakers!","comment",,"AAx-0uy2FYQ",,"0"
"@EricReviews","true",,,,,"UgxGAmC-nDFNKbTQLqN4AaABAg.A5aKNwrMot5A5jmsP_frq_","How does it sound? Lol",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","8 months ago","0","UgxGAmC-nDFNKbTQLqN4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"1"
"@SudarshanAshiya","false",,,,,"UgzcWAXfEnXiVJCMaWt4AaABAg.AB50Ym7ntJmAB5abejc5X8","yes best of all. tribit is 20-30% of pill (sound quality)",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago (edited)","0","UgzcWAXfEnXiVJCMaWt4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@aaromalsatheesh1413","false",,,,,"UgzcWAXfEnXiVJCMaWt4AaABAg.AB50Ym7ntJmABZXBnewEg1","Only till 50% volume … go above it sucks",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0","UgzcWAXfEnXiVJCMaWt4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"2"
"@StucOStac","false",,,,,"UgxFovJmmnBHIhuit4h4AaABAg.AB5QbITB44SABJmDOzt9by","if it's like in a room full of people, u can still hear it good? like bass and mids ? Asking cz I'm searching a new portable speaker. I'd love to buy the flex 2 gen but I'm worried about the size, I'd want to buy the bigger one: soundlink max but it costs too much, what do you think ? is it the flex enough?",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","UgxFovJmmnBHIhuit4h4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"1"
"@tsankotsankov760","false",,,,,"UgxFovJmmnBHIhuit4h4AaABAg.AB5QbITB44SABJnYRw6IOw","@StucOStac  depends on how big the room will be and what you expect. If you want to make a party with this speaker - it will definitely not be enough. But if you want to have some background music it will be fine. It gets relatively loud for the size but it is still a very small speaker.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","UgxFovJmmnBHIhuit4h4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"1"
"@julaiarnold641","false",,,,,"UgxFovJmmnBHIhuit4h4AaABAg.AB5QbITB44SACJaHDEq471","i just bought a flex2  6days ago because of my past experienced with bose speakers..''a big sound for a small speaker"" even outdoor",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago (edited)","0","UgxFovJmmnBHIhuit4h4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@tsankotsankov760","false",,,,,"UgxFovJmmnBHIhuit4h4AaABAg.AB5QbITB44SACJbDxxXD5b"," @julaiarnold641  congrats on the new speaker. How do you like it so far?",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0","UgxFovJmmnBHIhuit4h4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@julaiarnold641","false",,,,,"UgxFovJmmnBHIhuit4h4AaABAg.AB5QbITB44SACJcVDhkYOM","@tsankotsankov760  i liked it so much..deep bass and clarity",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0","UgxFovJmmnBHIhuit4h4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"1"
"@jbarshorts","false",,,,,"UgzOF131FOROKhQKmQh4AaABAg.A5BZH4Tz3BaA6B4rs2Z1-7","tribit i think sounds better.",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","8 months ago","0","UgzOF131FOROKhQKmQh4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"0"
"@EricReviews","true",,,,,"Ugx5d097ZFhyAKhbKQR4AaABAg.A5OTqJMV7q7A5P7WlebWYf","Thats a tough one, but between the two I'd go with the XSound Plus 2 since I'm mostly listening alone and prefer all the volume pointed at me. Cant go wrong either way, just depends if you want 360 audio or front facing.",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","8 months ago","0","Ugx5d097ZFhyAKhbKQR4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"1"
"@yfl409","false",,,,,"Ugx5d097ZFhyAKhbKQR4AaABAg.A5OTqJMV7q7A7SkA8WFPom","how abous the bass which is better? ​ @EricReviews ",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","7 months ago","0","Ugx5d097ZFhyAKhbKQR4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"0"
"@prash1246","false",,,,,"Ugyj800Y7gf7fZsqYNZ4AaABAg.AB4w6el968RAB4x8kyfGWw","Eq doesn't improve clarity, details, instrument separation",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","Ugyj800Y7gf7fZsqYNZ4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@Heff3rd","false",,,,,"Ugyj800Y7gf7fZsqYNZ4AaABAg.AB4w6el968RAB4xZM5x7Lq","@ I stand by my comment as I hear what I hear. Your ears are not my ears.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","Ugyj800Y7gf7fZsqYNZ4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"6"
"@prash1246","false",,,,,"Ugyj800Y7gf7fZsqYNZ4AaABAg.AB4w6el968RAB4yqkusNKg"," @Heff3rd  eq just change the sound signature not clarity lol, if that happened then most people buy cheap speaker and make them sounds better than expensive speakers.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","Ugyj800Y7gf7fZsqYNZ4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"1"
"@DannyPops","true",,,,,"Ugyj800Y7gf7fZsqYNZ4AaABAg.AB4w6el968RAB4yrP4cZ44","Wow that's pretty serious. I believe it with EQ.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","Ugyj800Y7gf7fZsqYNZ4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"3"
"@SudarshanAshiya","false",,,,,"Ugyj800Y7gf7fZsqYNZ4AaABAg.AB4w6el968RAB5b0rZeQ91","pill is way better. 70-80% better in sound",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","Ugyj800Y7gf7fZsqYNZ4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@clickbaitpro","false",,,,,"Ugyj800Y7gf7fZsqYNZ4AaABAg.AB4w6el968RAB6Otc4J0Ea","​ @SudarshanAshiya Bose is better than shill sounding pill but here we're not talking about pill",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","Ugyj800Y7gf7fZsqYNZ4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"1"
"@waynedexter","false",,,,,"Ugyj800Y7gf7fZsqYNZ4AaABAg.AB4w6el968RABKMH5XZzTH"," @clickbaitpro shill or shrill?",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","Ugyj800Y7gf7fZsqYNZ4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@prajeetkumarsingh6610","false",,,,,"Ugyj800Y7gf7fZsqYNZ4AaABAg.AB4w6el968RABTloJHRch_","​@Heff3rd Can you Share your equalizer settings, i also want to try in my tribit stormbox flow.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0","Ugyj800Y7gf7fZsqYNZ4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@prajeetkumarsingh6610","false",,,,,"Ugyj800Y7gf7fZsqYNZ4AaABAg.AB4w6el968RABTlwRm5B5n","​ @Heff3rd Can you Share your equalizer settings, i also want to try in my tribit stormbox flow.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0","Ugyj800Y7gf7fZsqYNZ4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@HieuNguyen-ro9rg","false",,,,,"UgxT1_xL7ivr5LBFJJJ4AaABAg.AB5lSGZAyN8ABueA8FAocl","Love Bose.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0","UgxT1_xL7ivr5LBFJJJ4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@EricReviews","true",,,,,"UgxTW0Ei_6PTYFBaKSh4AaABAg.A5Blityo_UIA6G_irc0Uka","sorry I do not. If I get any, I'll be sure to let you know and add it to the description!",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","8 months ago","0","UgxTW0Ei_6PTYFBaKSh4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"0"
"@RM-fq9yc","false",,,,,"UgzXoLJOuMVJEj-lb9d4AaABAg.A59xDJfjJUKA5_opfWYcQi","Lol. Price difference",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","8 months ago","0","UgzXoLJOuMVJEj-lb9d4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"0"
"@EricReviews","true",,,,,"UgzXoLJOuMVJEj-lb9d4AaABAg.A59xDJfjJUKA6GaFnkydwI","I haven't had a single tribit speaker break on me. 

I even have a smaller tribit speaker I use on my ebike. It's flown off my bike and rolled into the street at 15-20mph plenty of times..lol. Outside is beat up, but still working like day one!

Tribit may not be as well known as JBL, but their speakers are top notch",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","8 months ago","0","UgzXoLJOuMVJEj-lb9d4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"6"
"@dan-lee","false",,,,,"UgzXoLJOuMVJEj-lb9d4AaABAg.A59xDJfjJUKA6YxlGZhrpH","​ @EricReviews  Agree my 5 year old tribit stormbox 1 still works..",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","7 months ago","0","UgzXoLJOuMVJEj-lb9d4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"2"
"@jomscelestial2956","false",,,,,"UgzXoLJOuMVJEj-lb9d4AaABAg.A59xDJfjJUKA6zqDJfgkD8","Jbl fanboy😂",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","7 months ago","0","UgzXoLJOuMVJEj-lb9d4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"7"
"@jimmycricketlopez2746","false",,,,,"UgzXoLJOuMVJEj-lb9d4AaABAg.A59xDJfjJUKA77FkwkGKWl","Tribits dont tend to break. I've got 3 and no issues whatsoever over 7 years",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","7 months ago","0","UgzXoLJOuMVJEj-lb9d4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"0"
"@WargodFilms","false",,,,,"UgzXoLJOuMVJEj-lb9d4AaABAg.A59xDJfjJUKA89V5yL2Ec_","Yea don’t do that jbl can do the same thing tribit soundcore Vizio all these non popular name brands can battle with the best of them if not better yes Sony  jbl Samsung yes they’ve been reliable but if you pick the right budget speakers there also reliable like tribit soundcore and a few others",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","6 months ago","0","UgzXoLJOuMVJEj-lb9d4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"0"
"@Metalguy08","false",,,,,"UgzXoLJOuMVJEj-lb9d4AaABAg.A59xDJfjJUKAAEzPIjHONU","Yuck! Jbl fanboy 🤣",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","4 months ago","0","UgzXoLJOuMVJEj-lb9d4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"0"
"@skyMcWeeds","false",,,,,"UgzXoLJOuMVJEj-lb9d4AaABAg.A59xDJfjJUKABT8YY4nUJJ","my 1st Stormbox Micro has been through so much and biking rain or shine for years it has survived and its scuffs are the proof of its durability
for the amount of money spent it gives a lot definitely bang for the buck purchase
I love my JBL and Marshall but would never use them like I used the Tribit with I don't expect those to survive",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","3 months ago (edited)","0","UgzXoLJOuMVJEj-lb9d4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"0"
"@DannyPops","true",,,,,"Ugyg6JbtDgVW_M7m0bV4AaABAg.ABo4MYUDZ1IABo77POI0kL","@DienPhillips thank you 😊",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0","Ugyg6JbtDgVW_M7m0bV4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"2"
"@RenanEntrina-w2o","false",,,,,"UgxQT2HEDpw7_bkTrPd4AaABAg.A642qJyyfROABuZqOpHDdJ","2600 mah",,"43",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=_Gks93gudp0&t=14s","3 months ago","0","UgxQT2HEDpw7_bkTrPd4AaABAg",,,,"Skip JBL, Get This! | Tribit Stormbox 2 Bluetooth Speaker Review","reply",,"_Gks93gudp0",,"0"
"@wed265","false",,,,,"Ugwq1w3KpkBH71ppSdR4AaABAg.AB6rZ7hZjitAC1uVp6lkIA","I just ordered 2 motion 300's. I am going to return the stormbox micro tools. I figured for a little bit more money only $20 more the two 300s would blow away the micro twos",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0","Ugwq1w3KpkBH71ppSdR4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"1"
"@Deadmau5Fan","false",,,,,"Ugwq1w3KpkBH71ppSdR4AaABAg.AB6rZ7hZjitAF4kASL9Eoc","Iam a Anker/Soundcore Fanboy too...BUT....the Motion 300 Sounds Terrible vs the Soundlink flex.....",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","1 month ago","0","Ugwq1w3KpkBH71ppSdR4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@SigmaMastersOfMind","false",,,,,"Ugwq1w3KpkBH71ppSdR4AaABAg.AB6rZ7hZjitAFKkOss1aLB","@ I tested them vs Flex 1 and Flex 2 and they hold up each time. With the Flex preset EQ from Oluv they sound nearly the same with Flex 1. And to be honest, I didnt really like the Flex 2,it just sounds off to me,doesnt matter how much I play with the EQ in app, I still dont like it but dont get me wrong,its a very powerful speaker with huge amount of bass but too much DSP and too boosted.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 weeks ago","0","Ugwq1w3KpkBH71ppSdR4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@waynedexter","false",,,,,"Ugz9iLyYGVmUBYDNHbN4AaABAg","I’m slightly surprised the Wonderboom 3 or 4 didn’t make the cut. Even though I’m sure every speaker featured sounds better lol. I love the Wonderboom and would recommend it (mainly for its size and form factor). But with that said it’s kind of anemic when it comes to bass.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"3"
"@wesleycav1","false",,,,,"UgwK4i6ZNBmdRi2xvop4AaABAg","Hey Danny! Please do a comparison of all the Tribit speakers that you have, to decide which one has the best value (bang for your buck). Thank you!",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"4"
"@wildshotman6407","false",,,,,"UgwivDwuEzBmvu_LIM14AaABAg","thanks I liked the ue , Klipsch and marshall :) ❤ tnx for the sound test your 20mins worth it.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","2 weeks ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@brandonzempel6106","false",,,,,"UgxWNVLYAueDxrr1oNd4AaABAg","That was excellent. Maybe best review I've seen. Can hear the sound difference. I have an old altic Lansing mini lifejacket jolt and it's absolutely near indestructible. Always pairs immediately. I don't think as you likely know it cannot beat any of those. But it seems to last forever, has been left in rain, outside in freezing conditions, and works. But I looked this up as has it for many years and if I keep it in a short life just because it is excellent I am going to miss out on what I should have had. Thank you very much for that.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago (edited)","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@GEE-SHOCK","false",,,,,"UgwO3RhgFBFAUz2FrsN4AaABAg","Thank u so much!! This is on my recent agenda and thanks for doing this homework for me😂😂🎉🎉",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","1 month ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@robjohnson8493","false",,,,,"UgwVOmCZMmA1HlrrWBp4AaABAg","Good video. It's true. They are all good. Its fun to compare and try to decide which one to get but they really do have a nice sound. Thanks for the time. Your microphone is awesome",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@AndriyTech","false",,,,,"UgwW6TYYp0Ytyb0d67p4AaABAg","Thanks for sharing! Very informative!",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","1 month ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@woaitslyn","false",,,,,"UgywAQmEVQLQ8LeD2-54AaABAg","Thank you for the review! Planning to buy a new speaker. I am still using my old JBL go 1 and it is so beat up now with a battery that only last for less than an hour 😂 I badly need a new one.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 weeks ago (edited)","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@zamedoeswtever5267","false",,,,,"UgyCkww7zxkUnAyfqZp4AaABAg","The Stormbox 2 is FAR too underrated due to the usual recording setups with only one microphone, unable to record the 360 surround effect that you can get IRL. It really is a great speaker regardless of price point and should be given a try, just to give some competition to other players in this field. (Can confirm it's great, just got it from a package yesterday)",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"1"
"@thanhtrucnguyen9094","false",,,,,"Ugxn9AioKlvbyHMUlip4AaABAg","the effort u put in , i feel u bro. thank you so mich",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","2 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@Rockindaxmike","false",,,,,"UgyQ3-OUU29UJ3P4kxV4AaABAg","I have the Pill and Charge 5. Both Great but i tend to use the Pill more often since i use my ipad mini more and when i go out and travel, the Pill goes with me unless i'm going to the beach and Charge 5 is great for that.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"2"
"@Brian-us5vx","false",,,,,"UgyTUpClYSVBDSjorGt4AaABAg","Thanks Danny!",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"2"
"@S1al_","false",,,,,"Ugx-Jy0zTCYNgGftwzh4AaABAg","why do i like watching these videos so much 😭",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"1"
"@MykeBinaryMan","false",,,,,"UgxY-c1uIfNl1E48nIR4AaABAg","I was really impressed by the beats pill for the audio quality",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","1 month ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@MarioFani-n7g","false",,,,,"UgwTnE-BHQtNxY4tSmh4AaABAg","Great review, pal!
I just bought Sony xb100, it has a great sound but, for me, there's something wrong in audio presence. For the rest, everything is ok.
PS: can I ask U which camera U use for your contents?
Cheers from Sicily 🤙🏻",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","2 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"1"
